"sites" "taxa" "age" "PAR" "lenght" "se" "V7"
"4004" "SUOVAL" "total_concetration" 4750 1718.81599081123 2 85.1348105305503 1.1
"4005" "SUOVAL" "total_concetration" 5250 1776.92441961948 1 0 1.1
"4006" "SUOVAL" "total_concetration" 5750 1784.81597331893 2 2.50304814886385 1.1
"4007" "SUOVAL" "total_concetration" 6250 1947.82588682183 2 146.583650796985 1.1
"4008" "SUOVAL" "total_concetration" 6750 1825.7129201848 1 0 1.1
"4009" "SUOVAL" "total_concetration" 7250 2358.21318148087 2 428.028376552735 1.1
"4010" "SUOVAL" "total_concetration" 7750 2361.78543461237 1 0 1.1
"4011" "SUOVAL" "total_concetration" 8250 1684.63084851588 2 262.770529067087 1.1
"4012" "SUOVAL" "total_concetration" 8750 1633.85782135112 2 537.194810227825 1.1
"4013" "SUOVAL" "total_concetration" 9250 842.863857120476 1 0 1.1
"4014" "SUOVAL" "total_concetration" 9750 658.884362268881 2 306.330303979944 1.1
"4015" "SUOVAL" "total_concetration" 10250 148.856157944218 1 0 1.1
"4016" "SUOVAL" "total_concetration" 10750 31.3381385145723 1 0 1.1
"4037" "TOSACJQS" "Alnus" 200 1.7307351 10 0.355461903404178 1.1
"4038" "TOSACJQS" "Alnus" 750 2.549831175 8 0.915478293461828 1.1
"4039" "TOSACJQS" "Alnus" 1250 1.81552585 8 0.66892069886172 1.1
"4040" "TOSACJQS" "Alnus" 1750 2.7284008 9 0.662275627258891 1.1
"4041" "TOSACJQS" "Alnus" 2250 0.5568667625 8 0.169138718634941 1.1
"4042" "TOSACJQS" "Alnus" 2750 1.5328514 8 0.452006286569871 1.1
"4043" "TOSACJQS" "Alnus" 3250 4.437987 9 0.938938598836858 1.1
"4044" "TOSACJQS" "Alnus" 3750 5.3284415 8 0.783876977971854 1.1
"4045" "TOSACJQS" "Alnus" 4250 2.64601125 8 0.569502901656591 1.1
"4046" "TOSACJQS" "Alnus" 4750 2.39706925 8 0.879536219658259 1.1
"4047" "TOSACJQS" "Alnus" 5250 6.61398344444444 9 1.2727137320936 1.1
"4048" "TOSACJQS" "Alnus" 5750 5.207048625 8 0.987826970358892 1.1
"4049" "TOSACJQS" "Alnus" 6250 8.417 8 1.50018600169631 1.1
"4050" "TOSACJQS" "Alnus" 6750 10.2933357777778 9 1.84432809219814 1.1
"4051" "TOSACJQS" "Alnus" 7250 10.770731375 8 1.07499212478129 1.1
"4052" "TOSACJQS" "Alnus" 7750 13.279808 8 1.4920715258787 1.1
"4053" "TOSACJQS" "Alnus" 8250 7.019739625 8 1.78859018532509 1.1
"4054" "TOSACJQS" "Alnus" 8750 7.428674625 8 1.37920281162916 1.1
"4055" "TOSACJQS" "Alnus" 9250 6.397379375 8 1.6561201045667 1.1
"4056" "TOSACJQS" "Alnus" 9750 6.669681 2 4.586289 1.1
"4057" "TOSACJQS" "Betula" 200 61.878998 10 3.50580344176459 1.1
"4058" "TOSACJQS" "Betula" 750 92.4545 8 5.64623328355728 1.1
"4059" "TOSACJQS" "Betula" 1250 124.5615025 8 6.91915477895596 1.1
"4060" "TOSACJQS" "Betula" 1750 109.738424444444 9 9.19211302389054 1.1
"4061" "TOSACJQS" "Betula" 2250 112.1029575 8 11.4763216167032 1.1
"4062" "TOSACJQS" "Betula" 2750 117.56048875 8 13.0689182112047 1.1
"4063" "TOSACJQS" "Betula" 3250 158.520222222222 9 5.65782373411608 1.1
"4064" "TOSACJQS" "Betula" 3750 158.3726375 8 10.0829250755908 1.1
"4065" "TOSACJQS" "Betula" 4250 146.09167375 8 11.1353111812688 1.1
"4066" "TOSACJQS" "Betula" 4750 112.8112975 8 7.45121990371777 1.1
"4067" "TOSACJQS" "Betula" 5250 163.151533333333 9 16.1792992899792 1.1
"4068" "TOSACJQS" "Betula" 5750 125.29703375 8 13.4350345874042 1.1
"4069" "TOSACJQS" "Betula" 6250 255.658275 8 21.0350555586447 1.2
"4070" "TOSACJQS" "Betula" 6750 283.990522222222 9 31.6595400811324 1.2
"4071" "TOSACJQS" "Betula" 7250 275.4518625 8 16.0684325887297 1.2
"4072" "TOSACJQS" "Betula" 7750 294.9599375 8 27.1801779631574 1.2
"4073" "TOSACJQS" "Betula" 8250 324.62735 8 40.5676800617279 1.2
"4074" "TOSACJQS" "Betula" 8750 299.2904625 8 26.7945393397673 1.2
"4075" "TOSACJQS" "Betula" 9250 382.2489375 8 30.3282047832538 1.2
"4076" "TOSACJQS" "Betula" 9750 625.06005 2 41.62545 1.3
"4097" "TOSACJQS" "Corylus" 200 0.0616345 10 0.0616345 1.1
"4098" "TOSACJQS" "Corylus" 750 0.421532675 8 0.132905926856525 1.1
"4100" "TOSACJQS" "Corylus" 1750 0.427709811111111 9 0.191577124791794 1.1
"4102" "TOSACJQS" "Corylus" 2750 0.0815368625 8 0.0815368625 1.1
"4103" "TOSACJQS" "Corylus" 3250 0.348888222222222 9 0.24214530592611 1.1
"4104" "TOSACJQS" "Corylus" 3750 0.279565875 8 0.279565875 1.1
"4105" "TOSACJQS" "Corylus" 4250 0.24873275 8 0.24873275 1.1
"4106" "TOSACJQS" "Corylus" 4750 0.17709775 8 0.17709775 1.1
"4107" "TOSACJQS" "Corylus" 5250 0.71074 9 0.51651001556117 1.1
"4109" "TOSACJQS" "Corylus" 6250 0.2377255 8 0.2377255 1.1
"4110" "TOSACJQS" "Corylus" 6750 0.316354333333333 9 0.212563392877801 1.1
"4111" "TOSACJQS" "Corylus" 7250 0.565509125 8 0.374141129589082 1.1
"4112" "TOSACJQS" "Corylus" 7750 0.741410875 8 0.530974583133339 1.1
"4113" "TOSACJQS" "Corylus" 8250 0.66381375 8 0.435232948106026 1.1
"4114" "TOSACJQS" "Corylus" 8750 0.919016125 8 0.359639910697414 1.1
"4115" "TOSACJQS" "Corylus" 9250 0.394098625 8 0.394098625 1.1
"4116" "TOSACJQS" "Corylus" 9750 2.8139935 2 2.8139935 1.1
"4117" "TOSACJQS" "Cyperaceae" 200 26.17139115 10 2.48904266013955 1.1
"4118" "TOSACJQS" "Cyperaceae" 750 37.0002675 8 4.72780613828925 1.1
"4119" "TOSACJQS" "Cyperaceae" 1250 31.56017125 8 3.03869971440408 1.1
"4120" "TOSACJQS" "Cyperaceae" 1750 29.2948244444444 9 3.70210013937064 1.1
"4121" "TOSACJQS" "Cyperaceae" 2250 27.8668822375 8 3.50356470650744 1.1
"4122" "TOSACJQS" "Cyperaceae" 2750 17.708381625 8 2.65727684825478 1.1
"4123" "TOSACJQS" "Cyperaceae" 3250 29.6396064444444 9 2.39551574317447 1.1
"4124" "TOSACJQS" "Cyperaceae" 3750 23.028877375 8 2.88838035215755 1.1
"4125" "TOSACJQS" "Cyperaceae" 4250 17.455677 8 3.02069152290174 1.1
"4126" "TOSACJQS" "Cyperaceae" 4750 12.156089375 8 2.91712651808503 1.1
"4127" "TOSACJQS" "Cyperaceae" 5250 13.7964498888889 9 1.61844273439129 1.1
"4128" "TOSACJQS" "Cyperaceae" 5750 12.77879775 8 3.13505718375377 1.1
"4129" "TOSACJQS" "Cyperaceae" 6250 30.67749375 8 3.18339490464411 1.1
"4130" "TOSACJQS" "Cyperaceae" 6750 28.3559966666667 9 5.97596646374784 1.1
"4131" "TOSACJQS" "Cyperaceae" 7250 25.83196 8 1.9129053419593 1.1
"4132" "TOSACJQS" "Cyperaceae" 7750 27.70040425 8 5.54712592988185 1.1
"4133" "TOSACJQS" "Cyperaceae" 8250 19.47704 8 3.550558505581 1.1
"4134" "TOSACJQS" "Cyperaceae" 8750 14.372928875 8 1.83833497920076 1.1
"4135" "TOSACJQS" "Cyperaceae" 9250 20.54519375 8 3.71920087206481 1.1
"4136" "TOSACJQS" "Cyperaceae" 9750 35.116 2 8.0319 1.1
"4172" "TOSACJQS" "Fraxinus" 7750 0.22830025 8 0.22830025 1.1
"4177" "TOSACJQS" "Juniperus" 200 13.5463283 10 1.58271343703429 1.1
"4178" "TOSACJQS" "Juniperus" 750 17.0222575 8 2.62152384867749 1.2
"4179" "TOSACJQS" "Juniperus" 1250 15.5528635 8 2.93767012577854 1.2
"4180" "TOSACJQS" "Juniperus" 1750 14.8177241111111 9 3.07360168979137 1.2
"4181" "TOSACJQS" "Juniperus" 2250 10.737023875 8 2.10005060639545 1.1
"4182" "TOSACJQS" "Juniperus" 2750 9.671856625 8 2.22516935212091 1.1
"4183" "TOSACJQS" "Juniperus" 3250 18.3243811111111 9 1.7374591294805 1.2
"4184" "TOSACJQS" "Juniperus" 3750 16.394397625 8 3.98781186724769 1.2
"4185" "TOSACJQS" "Juniperus" 4250 8.293848375 8 2.04259793060922 1.1
"4186" "TOSACJQS" "Juniperus" 4750 5.44867425 8 1.84516274541075 1.1
"4187" "TOSACJQS" "Juniperus" 5250 9.05565366666667 9 2.88546266366574 1.1
"4188" "TOSACJQS" "Juniperus" 5750 6.676588625 8 2.91263214279373 1.1
"4189" "TOSACJQS" "Juniperus" 6250 18.734413625 8 3.424531682204 1.2
"4190" "TOSACJQS" "Juniperus" 6750 25.2230711111111 9 4.84508220360582 1.2
"4191" "TOSACJQS" "Juniperus" 7250 33.114125 8 3.17651379913409 1.2
"4192" "TOSACJQS" "Juniperus" 7750 46.38226 8 6.44756941160499 1.3
"4193" "TOSACJQS" "Juniperus" 8250 65.37466875 8 14.1047906497522 1.4
"4195" "TOSACJQS" "Juniperus" 9250 31.7163425 8 12.3637530220259 1.2
"4196" "TOSACJQS" "Juniperus" 9750 7.607681 2 5.524289 1.1
"4197" "TOSACJQS" "Picea" 200 4.7835592 10 0.408854969489177 1.1
"4198" "TOSACJQS" "Picea" 750 6.498710125 8 1.30575286760484 1.1
"4199" "TOSACJQS" "Picea" 1250 7.407713625 8 0.649689979593095 1.1
"4200" "TOSACJQS" "Picea" 1750 8.56682033333333 9 1.43700661181044 1.1
"4201" "TOSACJQS" "Picea" 2250 7.265457875 8 0.64059673630099 1.1
"4202" "TOSACJQS" "Picea" 2750 5.680811625 8 0.455307425816571 1.1
"4203" "TOSACJQS" "Picea" 3250 6.02527588888889 9 0.831336322323473 1.1
"4204" "TOSACJQS" "Picea" 3750 5.102132625 8 1.08552704226201 1.1
"4205" "TOSACJQS" "Picea" 4250 3.302631125 8 0.904933058675937 1.1
"4206" "TOSACJQS" "Picea" 4750 1.718037125 8 0.591002287396874 1.1
"4207" "TOSACJQS" "Picea" 5250 2.31085888888889 9 1.10841449342039 1.1
"4208" "TOSACJQS" "Picea" 5750 1.314796 8 0.438343625026971 1.1
"4209" "TOSACJQS" "Picea" 6250 0.60527325 8 0.296065493008771 1.1
"4210" "TOSACJQS" "Picea" 6750 0.780198333333333 9 0.403643657196302 1.1
"4211" "TOSACJQS" "Picea" 7250 0.477476875 8 0.312701389363687 1.1
"4213" "TOSACJQS" "Picea" 8250 0.205650625 8 0.205650625 1.1
"4214" "TOSACJQS" "Picea" 8750 0.291148125 8 0.291148125 1.1
"4215" "TOSACJQS" "Picea" 9250 0.355892 8 0.235216884582309 1.1
"4216" "TOSACJQS" "Picea" 9750 1.979694 2 0.103698 1.1
"4217" "TOSACJQS" "Pinus" 200 77.260071 10 2.93168184283904 1.1
"4218" "TOSACJQS" "Pinus" 750 119.84952625 8 19.3061579668845 1.1
"4219" "TOSACJQS" "Pinus" 1250 156.1292475 8 15.66450739167 1.1
"4220" "TOSACJQS" "Pinus" 1750 183.166533333333 9 15.4796420874052 1.1
"4221" "TOSACJQS" "Pinus" 2250 200.9809125 8 10.7041965028648 1.1
"4222" "TOSACJQS" "Pinus" 2750 211.4779875 8 7.27162320812008 1.1
"4223" "TOSACJQS" "Pinus" 3250 276.133555555556 9 12.5868839226495 1.1
"4224" "TOSACJQS" "Pinus" 3750 365.137425 8 20.5034761335099 1.2
"4225" "TOSACJQS" "Pinus" 4250 490.87745 8 46.6211994106337 1.2
"4226" "TOSACJQS" "Pinus" 4750 449.145425 8 46.6026652833932 1.2
"4227" "TOSACJQS" "Pinus" 5250 527.646011111111 9 44.700276789562 1.2
"4228" "TOSACJQS" "Pinus" 5750 541.3767375 8 40.1914995268053 1.2
"4229" "TOSACJQS" "Pinus" 6250 517.343875 8 16.1816640889437 1.2
"4230" "TOSACJQS" "Pinus" 6750 651.657388888889 9 60.2222422724026 1.3
"4231" "TOSACJQS" "Pinus" 7250 705.7284625 8 53.1942338980959 1.3
"4232" "TOSACJQS" "Pinus" 7750 653.23045 8 48.7292196383604 1.3
"4233" "TOSACJQS" "Pinus" 8250 686.3166125 8 79.4154136949417 1.3
"4234" "TOSACJQS" "Pinus" 8750 373.3824375 8 31.5719793646707 1.2
"4235" "TOSACJQS" "Pinus" 9250 329.8889125 8 36.7810294317331 1.2
"4236" "TOSACJQS" "Pinus" 9750 151.50315 2 9.83244999999999 1.1
"4237" "TOSACJQS" "Poaceae" 200 9.9212038 10 1.44871869599615 1.1
"4238" "TOSACJQS" "Poaceae" 750 9.036232875 8 1.60590824115878 1.1
"4239" "TOSACJQS" "Poaceae" 1250 7.91712925 8 1.71770379420126 1.1
"4240" "TOSACJQS" "Poaceae" 1750 6.76945755555556 9 0.851424607515335 1.1
"4241" "TOSACJQS" "Poaceae" 2250 5.4877105 8 1.34897509848206 1.1
"4242" "TOSACJQS" "Poaceae" 2750 5.5484705 8 1.30037730637303 1.1
"4243" "TOSACJQS" "Poaceae" 3250 8.18884855555556 9 1.05970931812358 1.1
"4244" "TOSACJQS" "Poaceae" 3750 8.155281125 8 1.14394873930907 1.1
"4245" "TOSACJQS" "Poaceae" 4250 3.908143875 8 1.44463429122405 1.1
"4246" "TOSACJQS" "Poaceae" 4750 2.29392375 8 0.819440583605468 1.1
"4247" "TOSACJQS" "Poaceae" 5250 6.68743311111111 9 1.25197393901496 1.1
"4248" "TOSACJQS" "Poaceae" 5750 1.729964375 8 0.590732802935199 1.1
"4249" "TOSACJQS" "Poaceae" 6250 6.4300705 8 1.80056582972266 1.1
"4250" "TOSACJQS" "Poaceae" 6750 6.36134066666667 9 1.50104268167672 1.1
"4251" "TOSACJQS" "Poaceae" 7250 8.989003125 8 2.24603603064673 1.1
"4252" "TOSACJQS" "Poaceae" 7750 8.1752365 8 2.30092723436456 1.1
"4253" "TOSACJQS" "Poaceae" 8250 15.441257625 8 2.95283490954829 1.1
"4254" "TOSACJQS" "Poaceae" 8750 21.969345 8 2.76304964269943 1.1
"4255" "TOSACJQS" "Poaceae" 9250 20.619125125 8 5.30301228219802 1.1
"4256" "TOSACJQS" "Poaceae" 9750 30.840805 2 4.576865 1.1
"4257" "TOSACJQS" "Quercus" 200 0.04267479 10 0.04267479 1.1
"4259" "TOSACJQS" "Quercus" 1250 0.0861371125 8 0.0861371125 1.1
"4264" "TOSACJQS" "Quercus" 3750 0.15214575 8 0.15214575 1.1
"4267" "TOSACJQS" "Quercus" 5250 0.161955555555556 9 0.161955555555556 1.1
"4268" "TOSACJQS" "Quercus" 5750 0.1814525 8 0.1814525 1.1
"4269" "TOSACJQS" "Quercus" 6250 0.19856 8 0.19856 1.1
"4270" "TOSACJQS" "Quercus" 6750 0.133249111111111 9 0.133249111111111 1.1
"4271" "TOSACJQS" "Quercus" 7250 0.33597 8 0.33597 1.1
"4272" "TOSACJQS" "Quercus" 7750 0.22830025 8 0.22830025 1.1
"4273" "TOSACJQS" "Quercus" 8250 0.442939875 8 0.442939875 1.1
"4274" "TOSACJQS" "Quercus" 8750 0.21066825 8 0.21066825 1.1
"4275" "TOSACJQS" "Quercus" 9250 0.156569125 8 0.156569125 1.1
"4277" "TOSACJQS" "Tilia" 200 0.04267479 10 0.04267479 1.1
"4280" "TOSACJQS" "Tilia" 1750 0.0632718444444444 9 0.0632718444444444 1.1
"4281" "TOSACJQS" "Tilia" 2250 0.12686075 8 0.12686075 1.1
"4282" "TOSACJQS" "Tilia" 2750 0.07934485 8 0.07934485 1.1
"4283" "TOSACJQS" "Tilia" 3250 0.121293555555556 9 0.121293555555556 1.1
"4284" "TOSACJQS" "Tilia" 3750 0.144216625 8 0.144216625 1.1
"4285" "TOSACJQS" "Tilia" 4250 0.4741875 8 0.237670702129994 1.1
"4286" "TOSACJQS" "Tilia" 4750 0.341077125 8 0.223507488735312 1.1
"4287" "TOSACJQS" "Tilia" 5250 0.972824555555556 9 0.496164972300184 1.1
"4288" "TOSACJQS" "Tilia" 5750 0.281714425 8 0.186780593171455 1.1
"4289" "TOSACJQS" "Tilia" 6250 0.19932375 8 0.19932375 1.1
"4290" "TOSACJQS" "Tilia" 6750 0.222714555555556 9 0.222714555555556 1.1
"4291" "TOSACJQS" "Tilia" 7250 0.58295675 8 0.387517334586271 1.1
"4295" "TOSACJQS" "Tilia" 9250 0.394098625 8 0.394098625 1.1
"4297" "TOSACJQS" "total_concetration" 200 159.34667568 10 5.98730173232161 1.1
"4298" "TOSACJQS" "total_concetration" 750 238.796357725 8 24.7516164160754 1.1
"4299" "TOSACJQS" "total_concetration" 1250 305.5529900875 8 20.5128643268563 1.1
"4300" "TOSACJQS" "total_concetration" 1750 319.508884677778 9 26.7102754293803 1.1
"4301" "TOSACJQS" "total_concetration" 2250 331.7700792625 8 20.8576808330101 1.1
"4302" "TOSACJQS" "total_concetration" 2750 346.0848776125 8 17.26717821266 1.1
"4303" "TOSACJQS" "total_concetration" 3250 463.911603555556 9 14.6646830106213 1.1
"4304" "TOSACJQS" "total_concetration" 3750 550.9109625 8 27.48795354886 1.1
"4305" "TOSACJQS" "total_concetration" 4250 651.93453475 8 53.4172071549967 1.1
"4306" "TOSACJQS" "total_concetration" 4750 572.038678 8 50.149088207991 1.1
"4307" "TOSACJQS" "total_concetration" 5250 710.623560555556 9 58.656216132766 1.1
"4308" "TOSACJQS" "total_concetration" 5750 680.335371425 8 50.9667822538703 1.1
"4309" "TOSACJQS" "total_concetration" 6250 801.394446125 8 28.2697532216725 1.1
"4310" "TOSACJQS" "total_concetration" 6750 972.616834333333 9 90.3268075875988 1.1
"4311" "TOSACJQS" "total_concetration" 7250 1027.027094125 8 64.0558139686992 1.1
"4312" "TOSACJQS" "total_concetration" 7750 1009.050466875 8 79.0819153356126 1.1
"4313" "TOSACJQS" "total_concetration" 8250 1084.650775125 8 120.501414063237 1.1
"4314" "TOSACJQS" "total_concetration" 8750 783.224629625 8 55.3989161627564 1.1
"4315" "TOSACJQS" "total_concetration" 9250 751.55223025 8 54.4419510746204 1.1
"4316" "TOSACJQS" "total_concetration" 9750 795.6342495 2 18.9721265 1.1
"4337" "TSOULACC" "Alnus" 200 4.7414485 6 1.48838390925032 1.1
"4338" "TSOULACC" "Alnus" 750 3.87826416666667 6 0.659773868478659 1.1
"4339" "TSOULACC" "Alnus" 1250 3.67706116666667 6 0.842861284968111 1.1
"4340" "TSOULACC" "Alnus" 1750 3.37871985714286 7 0.958246347933344 1.1
"4341" "TSOULACC" "Alnus" 2250 3.583910375 8 1.24012513114459 1.1
"4342" "TSOULACC" "Alnus" 2750 4.3765278 10 0.878164576410972 1.1
"4343" "TSOULACC" "Alnus" 3250 1.96213944444444 9 0.855266365230481 1.1
"4344" "TSOULACC" "Alnus" 3750 5.10545477777778 9 1.35291892758696 1.1
"4345" "TSOULACC" "Alnus" 4250 13.1587062222222 9 3.84092877637119 1.1
"4346" "TSOULACC" "Alnus" 4750 17.9585636666667 9 2.84979847204497 1.1
"4347" "TSOULACC" "Alnus" 5250 27.2106585 8 3.94313058039531 1.2
"4348" "TSOULACC" "Alnus" 5750 26.8840675714286 7 9.30715481452937 1.2
"4349" "TSOULACC" "Alnus" 6250 19.359577875 8 2.45664449836805 1.1
"4350" "TSOULACC" "Alnus" 6750 33.294485 6 4.50312702567357 1.2
"4351" "TSOULACC" "Alnus" 7250 49.4232185714286 7 10.3451859633803 1.2
"4352" "TSOULACC" "Alnus" 7750 55.2883783333333 6 9.45757253839603 1.2
"4353" "TSOULACC" "Alnus" 8250 29.0968571428571 7 5.51102725230524 1.2
"4354" "TSOULACC" "Alnus" 8750 33.1495843333333 6 8.05901134723427 1.2
"4355" "TSOULACC" "Alnus" 9250 32.0262853333333 6 10.2110704693426 1.2
"4357" "TSOULACC" "Betula" 200 220.793316666667 6 16.6584396668559 1.2
"4358" "TSOULACC" "Betula" 750 201.209316666667 6 8.46827495331514 1.2
"4359" "TSOULACC" "Betula" 1250 208.779783333333 6 13.2102102455996 1.2
"4360" "TSOULACC" "Betula" 1750 191.056414285714 7 13.5766171522853 1.2
"4361" "TSOULACC" "Betula" 2250 315.7627 8 28.5111052119984 1.2
"4362" "TSOULACC" "Betula" 2750 314.0583 10 31.0712215156548 1.2
"4363" "TSOULACC" "Betula" 3250 281.687122222222 9 23.9422104815532 1.2
"4364" "TSOULACC" "Betula" 3750 425.728855555556 9 35.7777282425701 1.2
"4365" "TSOULACC" "Betula" 4250 542.491555555556 9 37.4059089139155 1.3
"4366" "TSOULACC" "Betula" 4750 652.571066666667 9 24.5332303379575 1.3
"4367" "TSOULACC" "Betula" 5250 868.553875 8 52.2378035131536 1.4
"4368" "TSOULACC" "Betula" 5750 564.667728571429 7 87.4420513103548 1.3
"4369" "TSOULACC" "Betula" 6250 624.57645 8 32.0363146302643 1.3
"4370" "TSOULACC" "Betula" 6750 649.629933333333 6 94.497434413853 1.3
"4371" "TSOULACC" "Betula" 7250 1033.72641428571 7 91.2499953412117 1.4
"4372" "TSOULACC" "Betula" 7750 963.998883333333 6 125.72131082605 1.4
"4373" "TSOULACC" "Betula" 8250 853.9674 7 84.2550859852135 1.4
"4374" "TSOULACC" "Betula" 8750 1064.94465 6 137.15468700642 1.4
"4375" "TSOULACC" "Betula" 9250 1222.8025 6 66.5562201008791 1.5
"4376" "TSOULACC" "Betula" 9750 777.76354 5 90.5400538623962 1.4
"4382" "TSOULACC" "Carpinus" 2750 0.1993623 10 0.1993623 1.1
"4397" "TSOULACC" "Corylus" 200 1.13686805 6 0.179515478023294 1.1
"4398" "TSOULACC" "Corylus" 750 0.280199233333333 6 0.177485813618923 1.1
"4399" "TSOULACC" "Corylus" 1250 0.150131733333333 6 0.150131733333333 1.1
"4400" "TSOULACC" "Corylus" 1750 0.15237 7 0.15237 1.1
"4401" "TSOULACC" "Corylus" 2250 1.51055475 8 0.830695318616552 1.1
"4402" "TSOULACC" "Corylus" 2750 2.3616803 10 0.818804845684748 1.1
"4403" "TSOULACC" "Corylus" 3250 2.14937477777778 9 0.641290604730258 1.1
"4404" "TSOULACC" "Corylus" 3750 1.46799377777778 9 0.555017102932242 1.1
"4405" "TSOULACC" "Corylus" 4250 2.16658411111111 9 0.745923761831065 1.1
"4406" "TSOULACC" "Corylus" 4750 2.54608922222222 9 0.788918487836438 1.1
"4407" "TSOULACC" "Corylus" 5250 1.17295825 8 0.767881423949705 1.1
"4408" "TSOULACC" "Corylus" 5750 3.85234257142857 7 0.960590499472661 1.1
"4409" "TSOULACC" "Corylus" 6250 1.117610125 8 0.755503256357888 1.1
"4410" "TSOULACC" "Corylus" 6750 2.25691283333333 6 1.16914368450108 1.1
"4411" "TSOULACC" "Corylus" 7250 0.699292428571429 7 0.699292428571428 1.1
"4412" "TSOULACC" "Corylus" 7750 0.829795833333333 6 0.829795833333333 1.1
"4413" "TSOULACC" "Corylus" 8250 0.556712142857143 7 0.556712142857143 1.1
"4414" "TSOULACC" "Corylus" 8750 2.30234283333333 6 1.05742699419265 1.1
"4415" "TSOULACC" "Corylus" 9250 5.10485183333333 6 1.37960426340393 1.1
"4416" "TSOULACC" "Corylus" 9750 1.46087 5 0.942496533613307 1.1
"4417" "TSOULACC" "Cyperaceae" 200 30.7339116666667 6 3.88639432020343 1.1
"4418" "TSOULACC" "Cyperaceae" 750 30.3430266666667 6 1.86099079058023 1.1
"4419" "TSOULACC" "Cyperaceae" 1250 19.0690373333333 6 3.44209279579025 1.1
"4420" "TSOULACC" "Cyperaceae" 1750 14.0494828571429 7 2.8878577504117 1.1
"4421" "TSOULACC" "Cyperaceae" 2250 19.37097625 8 4.11581961608713 1.1
"4422" "TSOULACC" "Cyperaceae" 2750 31.932484 10 3.76852043811131 1.1
"4423" "TSOULACC" "Cyperaceae" 3250 22.0706744444444 9 3.58756496493796 1.1
"4424" "TSOULACC" "Cyperaceae" 3750 32.9442622222222 9 3.51532115900279 1.1
"4425" "TSOULACC" "Cyperaceae" 4250 43.66516 9 4.66728227630504 1.1
"4426" "TSOULACC" "Cyperaceae" 4750 42.6306488888889 9 6.12365496916612 1.1
"4427" "TSOULACC" "Cyperaceae" 5250 61.55331625 8 7.3087029377695 1.2
"4428" "TSOULACC" "Cyperaceae" 5750 33.3679314285714 7 7.28220460547832 1.1
"4429" "TSOULACC" "Cyperaceae" 6250 28.716905 8 4.87523682084668 1.1
"4430" "TSOULACC" "Cyperaceae" 6750 43.6540081666667 6 7.94398615703087 1.1
"4431" "TSOULACC" "Cyperaceae" 7250 37.1395782857143 7 5.55380997259183 1.1
"4432" "TSOULACC" "Cyperaceae" 7750 39.7579933333333 6 9.12829510442984 1.1
"4433" "TSOULACC" "Cyperaceae" 8250 34.1908722857143 7 5.51821863087097 1.1
"4434" "TSOULACC" "Cyperaceae" 8750 33.7263048333333 6 3.88883335743154 1.1
"4435" "TSOULACC" "Cyperaceae" 9250 59.2486648333333 6 9.78604245889277 1.2
"4436" "TSOULACC" "Cyperaceae" 9750 36.473387 5 2.38063786528745 1.1
"4467" "TSOULACC" "Fraxinus" 5250 1.009588625 8 0.661099095086652 1.1
"4468" "TSOULACC" "Fraxinus" 5750 0.568309285714286 7 0.568309285714286 1.1
"4473" "TSOULACC" "Fraxinus" 8250 0.556712142857143 7 0.556712142857143 1.1
"4477" "TSOULACC" "Juniperus" 200 47.654175 6 7.70336457043447 1
"4478" "TSOULACC" "Juniperus" 750 44.3602383333333 6 4.32808162385709 1
"4479" "TSOULACC" "Juniperus" 1250 19.69523 6 2.94264912862203 1
"4480" "TSOULACC" "Juniperus" 1750 15.9079987142857 7 4.20668771471386 1
"4481" "TSOULACC" "Juniperus" 2250 16.3576325 8 5.44189963502668 1
"4482" "TSOULACC" "Juniperus" 2750 34.5228659 10 9.7032212403716 1
"4483" "TSOULACC" "Juniperus" 3250 10.1438436666667 9 2.62482049074897 1
"4484" "TSOULACC" "Juniperus" 3750 20.622616 9 3.70781026314373 1
"4485" "TSOULACC" "Juniperus" 4250 47.7056446666667 9 9.20721221131997 1
"4486" "TSOULACC" "Juniperus" 4750 33.0726114444444 9 6.07093438627544 1
"4487" "TSOULACC" "Juniperus" 5250 68.42953375 8 4.52851111084653 1
"4488" "TSOULACC" "Juniperus" 5750 27.2531162857143 7 7.26948036479988 1
"4489" "TSOULACC" "Juniperus" 6250 24.092364625 8 4.13342158177977 1
"4490" "TSOULACC" "Juniperus" 6750 24.0304816666667 6 8.0293352839934 1
"4491" "TSOULACC" "Juniperus" 7250 61.6930828571429 7 10.8173678399709 1
"4492" "TSOULACC" "Juniperus" 7750 77.1736233333333 6 14.4338497313107 1
"4493" "TSOULACC" "Juniperus" 8250 131.323721428571 7 24.7179427115268 2
"4494" "TSOULACC" "Juniperus" 8750 262.001018333333 6 61.961631830199 2
"4495" "TSOULACC" "Juniperus" 9250 59.21641 6 23.0716442751164 1
"4496" "TSOULACC" "Juniperus" 9750 5.8611672 5 2.44712213782717 1
"4497" "TSOULACC" "Picea" 200 9.35599933333333 6 0.871029479932632 1.1
"4498" "TSOULACC" "Picea" 750 12.464732 6 1.65959176957869 1.2
"4499" "TSOULACC" "Picea" 1250 14.932829 6 1.27901912624414 1.2
"4500" "TSOULACC" "Picea" 1750 16.329397 7 2.48819402325863 1.2
"4501" "TSOULACC" "Picea" 2250 18.166425 8 2.09694941192898 1.2
"4502" "TSOULACC" "Picea" 2750 30.693743 10 2.81047012179696 1.3
"4503" "TSOULACC" "Picea" 3250 29.9511322222222 9 3.66459388634212 1.3
